,Event Name,Event Alias,Start Date,End Date,Location,Session Name,Paper Reference,Title,Authors,Affiliations,ISSN,ISBN,DOI,Access,Language,Summary,File name
609,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Integrated Solutions to Development Challenges,948,Unlock the Potential of Using FO Technology for Several Applications for Waterflood Projects in Clastic Reservoir,M. Al Hashemi [1],[1] Client,2214-4609,9789462824584,10.3997/2214-4609.202310948,No,English,"Fiber Optic, EOR, Polymer and Waterflood, clastic, heavy oil, Surveillance, DAS, DTS",948.pdf
610,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Wavefield Separation and Modelling,949,3D Marchenko multiple elimination,"L. Zhang [1], H. Zhou [1]",[1] China University of Geosciences,2214-4609,9789462824584,10.3997/2214-4609.202310949,No,English,"Marchenko multiple elimination (MME) scheme, with offset independent truncation time instants, can remove all orders of internal multiple reflections in the 2D measured dataset without any subsurface information or adaptive subtraction. The success of the scheme has been demonstrated on 2D numerical datasets and a 2D line from a field dataset. We demonstrate that the scheme performs very well in 3D as well. Both the simple and complex examples validate the success of the scheme in internal multiple reflection elimination in 3D cases. The reported research shows that the MME scheme works well in 3D ideal cases and suggests that it is useful to investigate the practical challenges associated with applying MME scheme to 3D field dataset.",949.pdf
611,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Non-Seismic Methods,951,Perspectives of quantum gradiometry in geophysical applications. Preliminary simulations from FIQUgS project.,"M. Capponi [1], D. Sampietro [1], T. Jacob [2], C. Janvier [3]",[1] Geomatics Research & Development srl; [2] Bureau De Recherches Géologiques Et Minières; [3] iXblue,2214-4609,9789462824584,10.3997/2214-4609.202310951,No,English,"It is known that gravity observations can be exploited to characterize subsurface mass density distribution and this can be useful for many scientific and industrial applications. In recent years, quantum gravity sensors have proved to be competitive instruments with respect to classical gravimeters and in the framework of the FIQUgS project, funded by the European commission in 2022, a new generation of quantum gravity and gradiometry sensors is under development with the aim to overcome the barriers limiting the operational usage of first-generation ones. In this context, a review of applications which would benefit from the advantages of next generation quantum gravity sensors has been performed. The analyzed applications have been divided in two macro-sectors: the static applications aimed at retrieving the density distribution within an area to distinguish different targets and time variable applications focused on the analysis of temporal variations of potential field signals linked to mass changes. Different scenarios have been considered and by means of specific synthetic simulations, the capabilities of the new gravimeters technology have been assessed and the results will be here discussed.",951.pdf
612,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Net Zero Energy Economics and Sustainability (Joint EAGE/SPE),952,Rock Model Generation and its classification using Deep Learning Method,"A. Shukla [1], S. Sahoo [1]",[1] Indian Institute Of Technology (Indian School Of Mines) Dhanbad Dhanbad,2214-4609,9789462824584,10.3997/2214-4609.202310952,No,English,"Adaptive QSGS, Lattice Boltzmann Method, Deep Convolutional Neural Netwoks, Particle Swarm Optimization",952.pdf
613,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",4D Seismic Interpretation,954,Strain estimation from pre-stack anisotropic time-shift inversion applied to a North Sea field,"S. Izadian [1], C. MacBeth [1]",[1] Heriot-Watt University,2214-4609,9789462824584,10.3997/2214-4609.202310954,No,English,"Commonly, time-shifts in the post-stack domain are measured and directly linked to the vertical strain. However, this analysis is subject to the limitations of the post-stack data. On the other hand, pre-stack domain time-shifts can deliver localized, angle-dependent velocity change information. In this study, we propose a general framework for the pre-stack time-shift inversion. We start with the third order elasticity model to develop an anisotropic model for the time-lapse velocity changes. The inversion consists of an angle-band tomography to invert for the angle-dependent velocity changes, which are then used to link the velocity change to the strain changes and R-factors. The application to the real data shows the consistency of the proposed inversion with the geomechanical modelling. However, despite being consistent, it suggests implications regarding the ratio of strain components in the overburden which require revisiting the geomechanical modelling.",954.pdf
614,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Underground gas storage,955,Hydrate risk assessment during CO₂ injection on legacy wells in a highly depleted gas field,"A. Perez-Perez [1], M. Mujica [1], G. Pujol [2], R. Jellema [2], N. Agenet [2]",[1] CHLOE at the University of Pau; [2] TotalEnergies S.A. (CSTJF),2214-4609,9789462824584,10.3997/2214-4609.202310955,No,English,"CO₂ storage in depleted gas reservoirs is a major topic in the context of European efforts to reduce CO₂ emissions by geological storage. Injection of CO₂ in such fields often leads to significant difference between the injected CO₂ and the initial reservoir temperature. Moreover, cold CO₂ injection can promote hydrate formation that will impair the well injectivity. 
The main goal of this study is to assess the hydrate formation risk during CO₂ storage operations on legacy wells of a highly depleted gas field. To assess if a well is subject to hydrate risk, dynamic pressure and temperature profiles in the formation are analysed using hydrate phase diagrams (P-T paths technique). The hydrate formation condition is flagged if the P-T paths enter the hydrate stability zone at the place where water is present. The method application is presented for a gas producer well and a water dump disposal well.
The hydrate formation risks were studied in a simplified in-house well-reservoir coupling model and through sensitivity analysis of reservoir-simulator model including the influence of injection conditions (rate and bottom-hole temperature). Results show how the hydrate formation may be foreseen depending on P-T condition, injection rate and water saturation distribution in near-wellbore region.",955.pdf
615,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Seismic Interpretation – Reservoir Geology,956,Identification of the Ultra-deep Fault-controlled Karst-fracture-cavity Carbonate Reservoir and Its Application in Tarim Basin,"L. Bo [1,2], G. Zhang [1], F. Yang [1,2], X. Yin [1], R. Wang [1]",[1] China University of Petroleum; [2] Tarim Oilfield Company of China National Petroleum Corporation,2214-4609,9789462824584,10.3997/2214-4609.202310956,No,English,"A series of ultra-deep Ordovician carbonate oilfields have been discovered in the Tarim Basin. The practices demonstrate that the strike-slip fault, cutting into the Cambrian source rock, provides favourable channels for hydrocarbon migration and the karst-fracture-cavity reservoir distributing along the strike-slip fault is the main space for oil and gas accumulation. However, due to the small fault throw of the strike-slip fault and the low signal-to-noise ratio of the seismic data, it is difficult to identify strike-slip fault accurately. Moreover, the fault-controlled karst-fracture-cavity reservoir is extremely heterogeneous in space. It is difficult to identify the karst-fracture-cavity reservoir by conventional geophysical methods. In this study, the structure-oriented filtering technique is carried out to improve the signal-to-noise ratio of the seismic data and highlight the features of the fault. Then, the karst-fracture-cavity reservoir is identified by the combination of the gradient structure tensor attribute and likelihood attribute. The result is consistent with the well, indicating that the method and technique are appliable and accurate in identification of the ultra-deep fault-controlled karst-fracture-cavity reservoir. The study has guiding significance for the prediction of subsequent drilling anomalies and the economical exploitation of fault-controlled karst-fracture-cavity reservoirs.",956.pdf
616,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Geomechanics,957,Inelastic strain due to slow deformation of clay-bearing porous sandstone,"T. Shinohara [1], S. Hangx [1]",[1] Utrecht University,2214-4609,9789462824584,10.3997/2214-4609.202310957,No,English,"Fluid extraction from subsurface reservoir sandstones frequently results in surface subsidence and induced seismicity, as observed in the Groningen Gas field. The cause lies in reservoir compaction driven by pressure depletion. Compaction in sandstones often includes elastic and inelastic components. The inelastic part is partly due to rate- or time-dependent processes. However, few mechanism-based rate/time-dependent compaction laws exist, despite the need to evaluate the impact of prolonged reservoir exploitation and post-abandonment behavior. Therefore, we investigated the effect of loading strain rate (strain rates of 10-⁶ to 10-⁸ s-¹) in uniaxial strain and triaxial stress experiments performed on water-saturated Slochteren sandstone. Our results showed a lowering of stress-strain curve levels with decreasing strain rate in the triaxial experiments. In contrast, the lowering in the uniaxial experiments was negligible. The observed rate effect is likely caused by intergranular clay shearing/compaction, although stress corrosion cracking cannot be entirely ruled out. Our results show that time-dependent inelastic deformation plays an important role in controlling reservoir deformation and associated change in stress during fluid production from sandstone reservoirs. This needs to be accounted for when assessing surface subsidence and induced seismicity. The present results thus provide important input for testing models for rate/time-dependent reservoir compaction.",957.pdf
617,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Petrophysics & Core Data - 1,958,Using Denoising Diffusion Probabilistic Models Generating Geological Rock Thin Section And Well Core Images,R. Perez [1],[1] University Of Vienna,2214-4609,9789462824584,10.3997/2214-4609.202310958,No,English,"The study aims to explore the use of Denoising Diffusion Probabilistic Models (DDPMs) to generate high-quality, realistic geological rock thin section images and well core images. These images are important for examining reservoirs, but obtaining and preserving them can be challenging due to costs and potential damage to the rocks during drilling. DDPMs are a type of generative model that uses a two-step process and Markov chain to gradually denoise data by first introducing noise and then removing it in a reverse process. The study will compare the accuracy and realism of images made with DDPM to those made with other methods and photos taken in the real world. The research has implications for using DDPMs and other machine learning methods to image thin sections of geological rocks and for future research in the field. Datasets of over 15,000 rock samples from the British Geological Survey and 67 wells drilled in the Groningen gas field were used in the study.",958.pdf
618,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Carbon Efficient Reservoir Management (Joint EAGE/SPE),960,Feasibility Study of In-situ CO2 Generation for Enhanced Oil Recovery; in a Middle East Oil Reservoirs,"F. Ozar Asl [1], M. Ghorbi [1], E. Haji Bolouri [1], S. Saffarzadeh Hosseini [1], S. Kord [1]",[1] Petroleum University Of Technology,2214-4609,9789462824584,10.3997/2214-4609.202310960,No,English,"Numerous studies illustrated that carbon dioxide flooding as miscible/immiscible flooding had been identified as one of the most effective alternative methods for oil recovery enhancement. Nevertheless, there are paramount aspects that diminish the widespread usage of ex-situ CO2 technology: environmental problems, corrosion of field equipment, a fast breakthrough of CO2, its reliance on natural CO2 origins, the cost of transportation, compression, and injection of CO2. To diminish some of these limits, we investigate other processes which can effectively in-situ CO2 gas generation (ISCG). In this study, the process of urea injection was accomplished in the compositional simulator. According to the results obtained from this study, urea injection increased the recovery factor compared to ex-site injection of carbon dioxide (8.93%) , and it also improved the wettability of the rock surface. This investigation provides new insights into the effect of Urea as a potential source of CO2 production on oil recovery enhancement in carbonate formations.",960.pdf
619,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Definition and Prediction of Depositional Environments,961,Paleoenvironmental changes in Upper Cretaceous formations in the Polish segment of the Carpathian Foreland,"A. Łaba-Biel [2], A. Kwietniak [1], A. Urbaniec [2], K. Filipowska-Jeziorek [2]",[1] AGH - University of Science and Technology; [2] Oil and Gas Institute - National Research Institute,2214-4609,9789462824584,10.3997/2214-4609.202310961,No,English,"In the scope of our project, we made an approach to link 3D seismic image and geological information from wells to reconstruct, as detailed as possible, the paleoenvironment of the studied segment of the Upper Cretaceous basin in the central part of the Carpathian Foredeep (Poland), based on the chronostratigraphic method. For depositional systems recognition, seismic attributes were incorporated. The interpretation was performed simultaneously with Wheeler diagrams analysis and interpretation of geological data from the wells. The analysis shows various paleomorphological elements within the studied segment of the Upper Cretaceous basin that affect the type and diversity of sedimentation. The significant influence of tectonic processes on the depositional history of the sedimentary basin was also evidenced. The proposed approach based on chronostratigraphic image and Wheeler diagram analysis in combination with tectonostratigraphic interpretation allowed for detailed recognition of the sedimentary paleoenvironment and reconstruction of the depositional and tectonic history of the analysed segment of the Carpathian Foreland basin. The depositional and tectonic history of the Upper Cretaceous series analysed is related both to regional processes, occurring throughout the Late Cretaceous sedimentary basin, and to local manifestations of small-scale tectonics.",961.pdf
620,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Multiples: Removal and Deconvolution,962,Wave-equation deconvolution for angle-dependent reflectivity and internal multiple prediction,"G. Poole [1], J. Tickle [1]",[1] CGG,2214-4609,9789462824584,10.3997/2214-4609.202310962,No,English,"Short period multiple prediction for land data is challenging due to poor imaging of the shallow multiple generators as well little information about the down-going reflection at the weathering layer. Based on multiple imaging of the shallow section, surface-related wave-equation deconvolution has been used in recent years to improve multiple prediction in such areas. We improve the accuracy of wave-equation deconvolution to include an angle dependency of the multiple generator reflectivity. In addition, we modify the approach to handle internal multiple predictions where the lower-generator is provided by surface-related wave-equation deconvolution, and the upper-reflectivity is derived through least-squares inversion. The combined benefit of these two approaches is demonstrated on a land dataset from south Oman.",962.pdf
621,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Post-Mining in Energy Transition (Dedicated Session),963,Multisensory Geo-monitoring in Polder Management – An Approach to Integrate Data Layers,"B. Bernsdorf [1], M. Pawlik [2], T. Rudolph [1], L. Kralisch [1]",[1] Technische Hochschule Georg Agricola; [2] Technische Universität Bergakademie Freiberg,2214-4609,9789462824584,10.3997/2214-4609.202310963,No,English,"Within the framework of the project ""MuSE - Multisensor-Geomonitoring zur Optimierung der nachbergbaulichen Wasserhaltung "", geomonitoring approaches are carried out via data fusion of several data layers in order to obtain a understanding of environmental processes. The aim is to achieve an area-wide geomonitoring for the mining subsidence areas in the Ruhr region - and beyond - based on satellite remote sensing. The presentation describes one special aspect of this process. An approach is presented how an understanding for vegetation indices in drought phases can be done based on soil moisture interpolations, which can be directly compared to the multispectral drone level.",963.pdf
622,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Petroleum Systems - 1,964,Porosity evolution and implications of hydrocarbon expulsion behavior from artificial maturation of Qingshankou Shale,"Y. Yan [1,2,3], D. Misch [3], M. Wang [1,2], X. Shi [3], R. Sachsenhofer [3], Y. Zhang [1,2]","[1] School of Geosciences, China University of Petroleum; [2] Key Laboratory of Deep Oil and Gas, China University of Petroleum (East China); [3] Montanuniversitaet Leoben",2214-4609,9789462824584,10.3997/2214-4609.202310964,No,English,"In this study, hydrous pyrolysis of the Qingshankou Formation shale was employed to simulate the OM transformation process, and the evolution of porosity was analyzed using BIB-SEM and image processing technology. Subsequently, the hydrocarbon expulsion behavior is analized with the occurrence state of solid bitumen in pores at different stages. Image-based porosity revealed a trend of a significant decrease in porosity from 8.9 vol% at 0.8 %Ro to 0.7, 1.4, and 2.5 vol% at 1.0, 1.1, and 1.2 %Ro, respectively, suggesting clear pore occlusion in clay matrix. A sharp increase in porosity to 13.6 vol% at 1.3 %Ro indicates that the primary phase of hydrocarbon expulsion occurs between 1.2 and 1.3 %Ro, which is slightly delayed compared to the results of previous research based on geological evolution samples. At the onset of the dry gas window (1.5 %Ro), the porosity of the pyrolyzed sample decreases to 7.2 vol%, which may be caused by the inherent variability of the hydrous pyrolysis experiment, or additional occlusion of pores resulting from ongoing hydrocarbon cracking processes. In summary, the results of this study have significant implications for shale oil extraction behavior, but also for the matrix permeability evolution of organic-rich seal rocks.",964.pdf
623,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",EOR and Screening Methods,968,Screening and Smart Evaluation of Subsurface Additional Pressure Drop in Oil Fields,"H. Yaghoobi [1], S. Kord [1], A. Hashemi [1], R. Salehi [1]",[1] Petroleum University of Technology; [2] Montan Uuniversität Leoben,2214-4609,9789462824584,10.3997/2214-4609.202310968,No,English,"The term ""formation damage"" refers to the reduction of the permeability of a formation as a result of field operations. A situation such as this, usually occurs during subsurface oil field procedures. Solids invasion, fines movement, organic deposition, and collapse and swelling formations (clay formations) generally cause this undesirable and complicated situation. As a result of formation or skin damage, fluids cannot flow into the wellbore and low permeability reduces the well's productivity. Economic losses resulting from formation damage are directly reflected in production losses. If a Well is damaged beyond repair, it may become economically unviable and may be shut down. For the oil and gas industry, finding ways to solve this problem and preventing formation damage are the most important efforts. This article initially focuses on formation damage and its occurrence mechanisms, the most important damages of the formation are examined in the following sections, and each damage is evaluated separately to determine its severity. One of the important issues that needs to be addressed is how to show the amount of formation damage. At the end of the article, we discuss the relationship between the area below the chart and the severity of the damage.",968.pdf
624,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Posters: Geology 1,970,Facies zonation in mixed/hybrid (deepwater and shelf) depositional environments,"S. Stankovic [1], E. Kharyba [1], E. Zhukovskaya [1], B. Lavrnja [1], N. Nemanjic [1]",[1] NTC NIS - Naftagas LLC Novi Sad,2214-4609,9789462824584,10.3997/2214-4609.202310970,No,English,"Conceptual model of the Western Siberian shelf margin, as well as facies zonation were focuses of this paper. Particular layer of interest, being located on the shelf edge, slope and deep-water environment, has increased complexity of work. To establish reliable conceptual model and fit to purpose reservoir characterisation, integrated approach is conducted. Iterative analysis of seismic, core, and well data together with previous works was key for success. Starting from establishing zones affected by different depositional environments, clarified large level of uncertainties. Consequentially, facies and zones of their spatial distribution have been identified, as well as their features on seismic attributes and slices. Using spectral decomposition slices MTD’s and shelf geobodies are depicted, using variance MTD, while excellent tool in characterisation of submarine fan facies were Mixer Data weighted blend. Furthermore, facies features are described on core samples, their properties evaluated using well logs interpretations and many doubts are solved in constructive dialogues with experts’ reviews on topic. Integrating all the data, distribution of facies as facial zones is determined. Furthermore, their reservoir properties are evaluated and estimation of STOIIP is performed.",970.pdf
625,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",History Matching and 4D seismic,971,"Application of multi-wave seismic data in the identification of dolomite of the Qixia Formation, Sichuan basin","X. Guo [1], G. Di [2], J. Gao [1], H. Wang [1], Q. Chen [1]","[1] NWGI; [2] Exploration and Development Research Institute-PSOGC, Petrochina",2214-4609,9789462824584,10.3997/2214-4609.202310971,No,English,"Several sets of thin dolomite reservoirs are developed in the Permian Qixia Formation in the Sichuan Basin, but the reservoir prediction is extremely difficult due to the deep burial and low seismic resolution of the Qixia Formation, which makes the seismic response characteristics of the reservoir unclear. In this paper, we determine the differences of dolomite in multi-wave seismic data from seismic section phenomena. The seismic response characteristics of different wells are categorized and analyzed. Combined petrophysical and orthorectified simulation analysis, it is verified that the advantages of PS wave data in dolomite prediction, and provide ideas for reservoir prediction in the Qixia Formation in central Sichuan.",971.pdf
626,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Reservoir Engineering,972,CHEMICAL TREATMENT FOR SUSTAINABLE ACID FRACTURE CONDUCTIVITY OF WEAK CARBONATES,"M. Desouky [1], M. Al-Jawad [1], T. Solling [1], A. Amao [1], D. Al Shehri [1], A. Abdulraheem [1]",[1] King Fahd University of Petroleum & Minerals,2214-4609,9789462824584,10.3997/2214-4609.202310972,No,English,"Carbonate reservoirs host substantial amounts of hydrocarbons commonly unleashed by acid fracturing. Generally, acid roughens the heterogeneous fracture surface, creating hydraulically conductive fracture. However, the fracture hydraulic conductivity rapidly drops due to the rock softening by the acid or the rock's weak nature, causing a severe production loss. The current research endeavors to harden the carbonate surface to endure high stresses and preserve the fracture hydraulic conductivity.
With diammonium phosphate treatment, hydraulic fracture conductivity of weak carbonate rocks was enhanced and conserved upon the treating at conditions comparable to the reservoir ones. Therefore, deploying such an innovative solution in the field can substantially boost production rate and ultimate recovery.",972.pdf
627,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Geology - Carbonates & Evaporites,974,Caprock and Depth of Ceiling Impact on Gravity Signal Strength from Salt Diapirs,"J. Mrlina [1], R. Beránek [1,2]",[1] Institute of Geophysics CAS; [2] Charles University,2214-4609,9789462824584,10.3997/2214-4609.202310974,No,English,"With respect to difficulties seismic and magnetotellurics may have in accurate definition of exact salt diapir geometry, and also with respect to the fact that not much has been done on caprock impact on the gravity signal, we performed various simulations and calculations to investigate such exploration targets. Very significant favorable condition is the high contrast of rock density between salt and basin sedimentary formations, especially carbonates. We defined approximate bulk density of typical caprock formation based on its usual composition.
We modelled by forward and inverse procedures the gravity signal of salt diapirs with caprock of variable thickness to demonstrate to which extent the salt diapir negative gravity anomaly may be reduced by the impact of caprock formation. Significant contribution to the delineation of salt diapirs themselves, as well as diapirs hidden under caprock, came from the application of horizontal gravity gradients. It was also proved by calculating gravity effect of a laboratory analogue models of salt deformation and extrusion.
It was shown that gravity is still valuable, and cheap, tool for the salt structures investigation within exploration projects.",974.pdf
628,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Subsurface Characterization for Mineral Exploration and Mining,975,Insights into the Limerick Basin from geology and petrophysics-guided reprocessing of 2D seismic data,"V. Susin [1], A. Melo [1,2], M. Hitzman [1,2]",[1] University College Dublin; [2] SFI Research Centre in Applied Geosciences (iCRAG),2214-4609,9789462824584,10.3997/2214-4609.202310975,No,English,"The Stonepark zinc-lead prospect, located on the western edge of the Limerick Syncline in southwest Ireland, is hosted in the Mississippian and Viséan carbonate rocks. A reflection seismic profile crosscuts the western part of the syncline and provides insights on lithological boundaries, potential fault locations and volcanic architecture. The Stonepark prospect region is also covered by the north side of the seismic line. One of the key challenges for seismic imaging in the Limerick Syncline is the presence of thick volcanic sequences overlying the main host rocks, possibly causing strong signal absorption and transmission loss, making it difficult to constrain the lithological boundaries. Petrophysical data recently acquired through two boreholes, G11-2531-01 and G11-2638-06, located in the proximities of the seismic line, has enabled us to identify the limitations of the previous processing workflow that applied data-driven velocity models resulting in inaccurate velocities for carbonate and volcanic rocks. The new petrophysical data provides reliable sonic velocity values for the formations of the Limerick Syncline and allows us to reprocess the vintage 2D seismic line leveraging new geology and petrophysics-guided velocity model building.",975.pdf
629,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: AVO methodology and case examples,981,Discussion on seismic prediction technology of thin interbed weak reflection area in Bohai A oilfield,"F.Q. Li [1], J.L. Wang, J.G. Ma, T.G. Wei",[1] Tianjin Branch of CNOOC Ltd,2214-4609,9789462824584,10.3997/2214-4609.202310981,No,English,"It is always a difficult problem to predict the medium-deep thin interbed reservoirs in Bohai Oilfield. The main reasons are that the quality of deep seismic data is poor, the facies zone changes rapidly, and the quantitative prediction of thin interbeds is difficult. Therefore, in view of this problem, this paper summarizes the technical thinking of the prediction of the medium-deep thin interbed: first, combine the density peak clustering algorithm based on the density adaptive distance (DADPC) with the geological and logging knowledge, predict the distribution characteristics of the sedimentary facies zone from a macro perspective, and find the distribution range of the dominant target area. Compared with the hard partition algorithm of k-means clustering, this method can effectively eliminate singular values, accurately identify geological bodies with different shapes and dimensions, and well describe the uncertainty of sample points. Secondly, in view of the small difference in wave impedance of sandstone and mudstone in local target interval, through petrophysical analysis, the reservoir sensitive parameters are established, and the distribution characteristics of target thin interbed are carefully described, so as to make the reservoir research from quantitative to semi-quantitative.",981.pdf
630,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Integrated Approaches to Exploration,982,"AVO feasibility volumes for prospect derisking constrained by burial history – A Barents Sea
demonstration","P. Avseth [1], I. Lehocki [1], N.E. Bakke [2], S. Jenvin Støen [2]",[1] Dig Science; [2] Lundin Energy Norway,2214-4609,9789462824584,10.3997/2214-4609.202310982,No,English,"In this study, we demonstrate the use of multi-scenario 3D AVO feasibility volumes generated from burial history and calibrated rock physics models, to assess expected rock properties and AVO signatures, at any given (pseudo-well) location within the area of a given merged multi-survey seismic velocity volume. The AVO feasibility volumes/maps can be utilized in quantitative interpretation and prospect evaluation by comparing the feasibility modeling with real AVO data.  A key aspect of the methodology is to create spatially varying sandstone and shale depth trends constrained by burial history and depositional trends. Uncertainties in the AVO feasibility modeling are predominantly associated with varying temperature gradients, grain size, clay content and net-to-gross. Multi-scenario modelling can be done to evaluate these uncertainties. The future focus will be to combine feasibility modelling with AVO classification and prediction.",982.pdf
631,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Integrated Approaches to Exploration,984,Remote Sensing and Geoscientific Data Integration for hydrocarbon Prospecting in “Alcock Rise” and “Sewell Rise”,"D.K. Mahata [1], R.M. Joshi [1], T. Singh [2], S. Chaudhary [2]",[1] Oil India Limited; [2] Directorate General of Hydrocarbons,2214-4609,9789462824584,10.3997/2214-4609.202310984,No,English,"The Andaman-Nicobar basin, a category-II basin of India, is still regarded as a frontier with respect to oil and gas exploration. Oil India Limited has executed acquisition, processing, and interpretation of 22,500 LKM of 2D broadband seismic data in the existing data gaps of the basin. Out of which 165,000 sq.km area covered by 4210 LKM 2D seismic data is part of this study. Along with remote sensing data, several external aspects such as sea-traffic, wind speed, hydro-dynamic conditions, underwater terrain geology, the quantity and kind of leaked oil, and other elements, have been integrated with seismic data. Geoscientifically interesting features have been identified and the same has been correlated with available dark spots pertaining to hydrocarbon seepage identified in remote sensing data. The trend of the hydrocarbon seepages was compared with the fault network, the tentative areal extension of the anticline structures was verified with the gravity data. Area with least chance of leakage has been considered as target zone for further investigation. Organic content and temperature gradient are also fulfilling the criteria for possible biogenic gas accumulation in the area.",984.pdf
632,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Integrated Approaches to Exploration,988,"Prospect Assessment – Oil or gas, or both?","M. Neumaier [1], B. Kurtenbach [1]",[1] ArianeLogix,2214-4609,9789462824584,10.3997/2214-4609.202310988,No,English,"Dual phase accumulations, or traps containing both oil and gas, are very frequent in many hydrocarbon provinces but poorly treated in prospect assessment. The possible presence of gas, competing with oil for pore space and seal capacity, complicates exploration decisions in many aspects.

First, the definition of success is often tied to the presence of hydrocarbons, which also includes gas. This makes the estimation of the chance of success (COS, or “risk”) easier, even though gas might be considered as failure.

Also, the composition of success-case volumes (“resources”) might contain considerable amounts of gas, which does not favor oil. Oil versus gas column height uncertainty is performed in a rather arbitrary way.

Finally, the decision of where to place a first exploration well can also be difficult for a dual phase accumulation. 

In the presented paper, we address those issues with a new workflow using Ariane Exploration and Appraisal Asset Evaluation (EAAE). This new tool addresses the confusion of well versus prospect COS and the volumes which can be proven by one well, based on a consistent assessment of oil versus gas occurrence (risk) and column heights (resources).",988.pdf
633,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Poster: Seismic Acquisition,989,Improving robustness of 4D FWI to non-repeatability using Non-parametric residual statistics,"D. DA SILVA [1], R. Benjamin [1], E. Fagua Duarte [1], J. Medeiros [1], J. Lopez [2]",[1] Universidade Federal do Rio Grande do Norte; [2] Shell Brasil Petróleo Ltda,2214-4609,9789462824584,10.3997/2214-4609.202310989,No,English,"The non-repeatability effects, such as differences in sources and receivers positions and water layer velocity variation, affect the processing of 4D surveys used in reservoir monitoring. To deal with these effects, we propose a new method which combines the double-difference full waveform inversion (DDFWI) with the non-parametric residual statistics FWI (NPR-DDFWI). To show the effectiveness of our technique, we simulate scenarios with perfect repeatability and with non-repeatability effects and perform inversions using the NPR-DDFWI and DDFWI using L2 and L1 norms. We find that our proposal is more robust than L2 and L1 norms, recovering the geometry and magnitude of time-lapse velocity variation at the reservoir in all non-repeatability scenarios.",989.pdf
634,84th EAGE Annual Conference & Exhibition,eageannual2023,2023-06-05,2023-06-08,"Vienna, Austria",Seismic Processing Case Studies,990,Efficient blind seismic impedance inversion based on a deep learning accelerated alternative iteration inversion method.,"M. Guo [1], Z. Gao [1], Z. Li [1], J. Gao [1]","[1] School of Information and Communication Engineering, Xi'an Jiaotong University",2214-4609,9789462824584,10.3997/2214-4609.202310990,No,English,"We propose the use of deep learning to improve the efficiency of blind seismic impedance inversion. The method consists of the following three steps: (1) Extraction of a small number of 2D profiles from 3D seismic data and conduct blind seismic inversion with a traditional method to obtain the AI model and wavelet of these profiles; (2) Using the inversion results of the first step as label data, the deep neural network is trained to learn the nonlinear mapping of post-stack seismic data to AI and wavelet; (3) The depth network is used to predict the AI and wavelet of most other 2D seismic profiles, and the regularization terms are constructed based on the prediction results to constrain the alternate iterative inversion of the remaining 2D profiles. Because of the high accuracy of the network prediction results, the new alternate iterative inversion method converges quickly and the terms are easy to select. The experimental results based on synthetic and field data examples verify that the proposed method has significant advantages over the traditional method in terms of efficiency and inversion accuracy.",990.pdf
